Port Flow Statistics,Port 3,Port 4,
link,link up,link up,
lineSpeed,800000,800000,
transmitDuration,00:01:00.385296745,00:01:00.388956427,
framesSent,40800876122,40803348880,
framesReceived,40800876122,40803348880,
fragments,0,0,
undersize,0,0,
oversizeAndCrcErrors,0,0,
vlanTaggedFramesRx,0,0,
flowControlFrames,0,0,
bitsSent,41780097148928,41782629253120,
bitsReceived,41782629253120,41780097148928,
pcsSyncErrorsReceived,0,0,
pcsRemoteFaultsReceived,0,0,
pcsLocalFaultsReceived,0,0,
fecTotalBitErrors,1242,212,
fecMaxSymbolErrors,1,1,
fecCorrectedCodewords,1242,212,
fecTotalCodewords,9884313328,9884008032,
fecFrameLossRatio,0.000000e+00,0.000000e+00,
preFecBer,2.309810e-11,3.942792e-12,
fecMaxSymbolErrorsBin0,9884312086,9884007820,
fecMaxSymbolErrorsBin1,1242,212,
fecMaxSymbolErrorsBin2,0,0,
fecMaxSymbolErrorsBin3,0,0,
fecMaxSymbolErrorsBin4,0,0,
fecMaxSymbolErrorsBin5,0,0,
fecMaxSymbolErrorsBin6,0,0,
fecMaxSymbolErrorsBin7,0,0,
fecMaxSymbolErrorsBin8,0,0,
fecMaxSymbolErrorsBin9,0,0,
fecMaxSymbolErrorsBin10,0,0,
fecMaxSymbolErrorsBin11,0,0,
fecMaxSymbolErrorsBin12,0,0,
fecMaxSymbolErrorsBin13,0,0,
fecMaxSymbolErrorsBin14,0,0,
fecMaxSymbolErrorsBin15,0,0,
fecUncorrectableCodewords,0,0,
fecTranscodingUncorrectableErrors,0,0,
l1BitsSent,48308237328448,48311165073920,
l1BitsReceived,48311165073920,48308237328448,
transceiverTemp,0,0,
encoding,PAM4 106G,PAM4 106G,
fecStatus,KP4-FEC,KP4-FEC,
transceiverVoltage,0,0,
minLatency,2325843,85897016968,
averageLatency,2325850,822872,
maxLatency,2325855,85897016980,
Loss_Frames,0,0,
Loss%,0.0,0.0,
