Page 0x10 Registers Name,Port 9,Port 10,Port 11,Port 12,
DataPathDeinit,0x0000,0x0000,0x0000,0x0000,
Tx Polarity Flip,0x0000,0x0000,0x0000,0x0000,
Tx Output Disable,0x0000,0x0000,0x0000,0x0000,
Tx Squelch Disable,0x0000,0x0000,0x0000,0x0000,
Tx Force Squelch,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Tx Input Eq Adaptation Freeze,0x0000,0x0000,0x0000,0x0000,
Tx Input Eq Adaptation Store Tx1-Tx4,0x0000,0x0000,0x0000,0x0000,
Tx Input Eq Adaptation Store Tx5-Tx8,0x0000,0x0000,0x0000,0x0000,
Rx Polarity Flip,0x0000,0x0000,0x0000,0x0000,
Rx Output Disable,0x0000,0x0000,0x0000,0x0000,
Rx Squelch Disable,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Staged Set 0 Apply DataPathInit,0x0000,0x0000,0x0000,0x0000,
Staged Set 0 Apply Immediate,0x0000,0x0000,0x0000,0x0000,
Staged Set 0 Lane 1 ApSel Code,0x0000,0x0000,0x0000,0x0000,
Staged Set 0 Lane 2 ApSel Code,0x0000,0x0000,0x0000,0x0000,
Staged Set 0 Lane 3 ApSel Code,0x0000,0x0000,0x0000,0x0000,
Staged Set 0 Lane 4 ApSel Code,0x0000,0x0000,0x0000,0x0000,
Staged Set 0 Lane 5 ApSel Code,0x0000,0x0000,0x0000,0x0000,
Staged Set 0 Lane 6 ApSel Code,0x0000,0x0000,0x0000,0x0000,
Staged Set 0 Lane 7 ApSel Code,0x0000,0x0000,0x0000,0x0000,
Staged Set 0 Lane 8 ApSel Code,0x0000,0x0000,0x0000,0x0000,
Staged Set 0 Adaptive Input Eq Enable,0x0000,0x0000,0x0000,0x0000,
Staged Set 0 Adaptive Input Eq Recall Tx1-Tx4,0x0000,0x0000,0x0000,0x0000,
Staged Set 0 Adaptive Input Eq Recall Tx5-Tx8,0x0000,0x0000,0x0000,0x0000,
Staged Set 0 Tx1/Tx2 Input Eq Control,0x0000,0x0000,0x0000,0x0000,
Staged Set 0 Tx3/Tx4 Input Eq Control,0x0000,0x0000,0x0000,0x0000,
Staged Set 0 Tx5/Tx6 Input Eq Control,0x0000,0x0000,0x0000,0x0000,
Staged Set 0 Tx7/Tx8 Input Eq Control,0x0000,0x0000,0x0000,0x0000,
Staged Set 0 Tx CDR Control,0x0000,0x0000,0x0000,0x0000,
Staged Set 0 Rx CDR Control,0x0000,0x0000,0x0000,0x0000,
Staged Set 0 Rx1/Rx2 Output Eq Control Pre-cursor,0x0000,0x0000,0x0000,0x0000,
Staged Set 0 Rx3/Rx4 Output Eq Control Pre-cursor,0x0000,0x0000,0x0000,0x0000,
Staged Set 0 Rx5/Rx6 Output Eq Control Pre-cursor,0x0000,0x0000,0x0000,0x0000,
Staged Set 0 Rx7/Rx8 Output Eq Control Pre-cursor,0x0000,0x0000,0x0000,0x0000,
Staged Set 0 Rx1/Rx2 Output Eq Control Post-cursor,0x0000,0x0000,0x0000,0x0000,
Staged Set 0 Rx3/Rx4 Output Eq Control Post-cursor,0x0000,0x0000,0x0000,0x0000,
Staged Set 0 Rx5/Rx6 Output Eq Control Post-cursor,0x0000,0x0000,0x0000,0x0000,
Staged Set 0 Rx7/Rx8 Output Eq Control Post-cursor,0x0000,0x0000,0x0000,0x0000,
Staged Set 0 Rx1/Rx2 Output Amplitude Control,0x0000,0x0000,0x0000,0x0000,
Staged Set 0 Rx3/Rx4 Output Amplitude Control,0x0000,0x0000,0x0000,0x0000,
Staged Set 0 Rx5/Rx6 Output Amplitude Control,0x0000,0x0000,0x0000,0x0000,
Staged Set 0 Rx7/Rx8 Output Amplitude Control,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Staged Set 1 Apply DataPathInit,0x0000,0x0000,0x0000,0x0000,
Staged Set 1 Apply Immediate,0x0000,0x0000,0x0000,0x0000,
Staged Set 1 Lane 1 ApSel Code,0x0000,0x0000,0x0000,0x0000,
Staged Set 1 Lane 2 ApSel Code,0x0000,0x0000,0x0000,0x0000,
Staged Set 1 Lane 3 ApSel Code,0x0000,0x0000,0x0000,0x0000,
Staged Set 1 Lane 4 ApSel Code,0x0000,0x0000,0x0000,0x0000,
Staged Set 1 Lane 5 ApSel Code,0x0000,0x0000,0x0000,0x0000,
Staged Set 1 Lane 6 ApSel Code,0x0000,0x0000,0x0000,0x0000,
Staged Set 1 Lane 7 ApSel Code,0x0000,0x0000,0x0000,0x0000,
Staged Set 1 Lane 8 ApSel Code,0x0000,0x0000,0x0000,0x0000,
Staged Set 1 Adaptive Input Eq Enable,0x0000,0x0000,0x0000,0x0000,
Staged Set 1 Adaptive Input Eq Recall Tx1-Tx4,0x0000,0x0000,0x0000,0x0000,
Staged Set 1 Adaptive Input Eq Recall Tx5-Tx8,0x0000,0x0000,0x0000,0x0000,
Staged Set 1 Tx1/Tx2 Input Eq Control,0x0000,0x0000,0x0000,0x0000,
Staged Set 1 Tx3/Tx4 Input Eq Control,0x0000,0x0000,0x0000,0x0000,
Staged Set 1 Tx5/Tx6 Input Eq Control,0x0000,0x0000,0x0000,0x0000,
Staged Set 1 Tx7/Tx8 Input Eq Control,0x0000,0x0000,0x0000,0x0000,
Staged Set 1 Tx CDR Control,0x0000,0x0000,0x0000,0x0000,
Staged Set 1 Rx CDR Control,0x0000,0x0000,0x0000,0x0000,
Staged Set 1 Rx1/Rx2 Output Eq Control Pre-cursor,0x0000,0x0000,0x0000,0x0000,
Staged Set 1 Rx3/Rx4 Output Eq Control Pre-cursor,0x0000,0x0000,0x0000,0x0000,
Staged Set 1 Rx5/Rx6 Output Eq Control Pre-cursor,0x0000,0x0000,0x0000,0x0000,
Staged Set 1 Rx7/Rx8 Output Eq Control Pre-cursor,0x0000,0x0000,0x0000,0x0000,
Staged Set 1 Rx1/Rx2 Output Eq Control Post-cursor,0x0000,0x0000,0x0000,0x0000,
Staged Set 1 Rx3/Rx4 Output Eq Control Post-cursor,0x0000,0x0000,0x0000,0x0000,
Staged Set 1 Rx5/Rx6 Output Eq Control Post-cursor,0x0000,0x0000,0x0000,0x0000,
Staged Set 1 Rx7/Rx8 Output Eq Control Post-cursor,0x0000,0x0000,0x0000,0x0000,
Staged Set 1 Rx1/Rx2 Output Amplitude Control,0x0000,0x0000,0x0000,0x0000,
Staged Set 1 Rx3/Rx4 Output Amplitude Control,0x0000,0x0000,0x0000,0x0000,
Staged Set 1 Rx5/Rx6 Output Amplitude Control,0x0000,0x0000,0x0000,0x0000,
Staged Set 1 Rx7/Rx8 Output Amplitude Control,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Data Path State Changed Flag Mask,0x0000,0x0000,0x0000,0x0000,
Tx Fault Flag Mask,0x0000,0x0000,0x0000,0x0000,
Tx LOS Flag Mask,0x0000,0x0000,0x0000,0x0000,
Tx CDR LOL Flag Mask,0x0000,0x0000,0x0000,0x0000,
Tx Adaptive Eq Fault Flag Mask,0x0000,0x0000,0x0000,0x0000,
Tx Power High Alarm Flag Mask,0x0000,0x0000,0x0000,0x0000,
