Port Flow Statistics,Port 122,Port 124,
link,link up,link up,
lineSpeed,400000,400000,
transmitDuration,00:00:30.197526715,00:00:30.200224230,
framesSent,10201867130,10202778454,
framesReceived,10201867130,10202778454,
fragments,0,0,
undersize,0,0,
oversizeAndCrcErrors,0,0,
vlanTaggedFramesRx,0,0,
flowControlFrames,0,0,
bitsSent,10446711941120,10447645136896,
bitsReceived,10447645136896,10446711941120,
pcsSyncErrorsReceived,0,0,
pcsRemoteFaultsReceived,0,0,
pcsLocalFaultsReceived,0,0,
fecTotalBitErrors,46,601,
fecMaxSymbolErrors,1,1,
fecCorrectedCodewords,46,601,
fecTotalCodewords,2592701888,2592338152,
fecFrameLossRatio,0.000000e+00,0.000000e+00,
preFecBer,3.261417e-12,4.261710e-11,
fecMaxSymbolErrorsBin0,2592701842,2592337551,
fecMaxSymbolErrorsBin1,46,601,
fecMaxSymbolErrorsBin2,0,0,
fecMaxSymbolErrorsBin3,0,0,
fecMaxSymbolErrorsBin4,0,0,
fecMaxSymbolErrorsBin5,0,0,
fecMaxSymbolErrorsBin6,0,0,
fecMaxSymbolErrorsBin7,0,0,
fecMaxSymbolErrorsBin8,0,0,
fecMaxSymbolErrorsBin9,0,0,
fecMaxSymbolErrorsBin10,0,0,
fecMaxSymbolErrorsBin11,0,0,
fecMaxSymbolErrorsBin12,0,0,
fecMaxSymbolErrorsBin13,0,0,
fecMaxSymbolErrorsBin14,0,0,
fecMaxSymbolErrorsBin15,0,0,
fecUncorrectableCodewords,0,0,
fecTranscodingUncorrectableErrors,0,0,
l1BitsSent,12079010681920,12080089689536,
l1BitsReceived,12080089689536,12079010681920,
transceiverTemp,50,53,
encoding,Unknown,Unknown,
fecStatus,KP4-FEC,KP4-FEC,
transceiverVoltage,3.2332000000000001,3.2532999999999999,
minLatency,2250020,85897096153,
averageLatency,2250021,225285685,
maxLatency,2250035,85897096168,
Loss_Frames,0,0,
Loss%,0.0,0.0,
