Port Flow Statistics,Port 3,Port 4,
link,link up,link up,
lineSpeed,800000,800000,
transmitDuration,00:01:00.202377470,00:01:00.217100905,
framesSent,40677282016,40687230286,
framesReceived,40677282016,40687230286,
bitsSent,41653536784384,41663723812864,
bitsReceived,41663723812864,41653536784384,
pcsSyncErrorsReceived,0,0,
pcsRemoteFaultsReceived,0,0,
pcsLocalFaultsReceived,0,0,
fecTotalBitErrors,3358,121692,
fecMaxSymbolErrors,1,2,
fecCorrectedCodewords,3358,121056,
fecTotalCodewords,9868389040,9868057760,
fecFrameLossRatio,0.000000e+00,0.000000e+00,
preFecBer,6.255118e-11,2.266895e-09,
fecMaxSymbolErrorsBin0,9868385682,9867936704,
fecMaxSymbolErrorsBin1,3358,120420,
fecMaxSymbolErrorsBin2,0,636,
fecMaxSymbolErrorsBin3,0,0,
fecMaxSymbolErrorsBin4,0,0,
fecMaxSymbolErrorsBin5,0,0,
fecMaxSymbolErrorsBin6,0,0,
fecMaxSymbolErrorsBin7,0,0,
fecMaxSymbolErrorsBin8,0,0,
fecMaxSymbolErrorsBin9,0,0,
fecMaxSymbolErrorsBin10,0,0,
fecMaxSymbolErrorsBin11,0,0,
fecMaxSymbolErrorsBin12,0,0,
fecMaxSymbolErrorsBin13,0,0,
fecMaxSymbolErrorsBin14,0,0,
fecMaxSymbolErrorsBin15,0,0,
fecUncorrectableCodewords,0,0,
fecTranscodingUncorrectableErrors,0,0,
l1BitsSent,48161901906944,48173680658624,
l1BitsReceived,48173680658624,48161901906944,
transceiverTemp,0,0,
encoding,PAM4 106G,PAM4 106G,
fecStatus,KP4-FEC,KP4-FEC,
transceiverVoltage,0,0,
minLatency,2224364,85897118441,
averageLatency,2224370,57142679,
maxLatency,2224376,85897118453,
Loss_Frames,0,0,
Loss%,0.0,0.0,
