Page 0x00 Registers Name,Port 1,Port 3,
Reserved,0x0000,0x0000,
Reserved,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Inactive Firmware Version,0x0000,0x0000,
Inactive Firmware Version,0x0000,0x0000,
Module Media Type Encoding,0x0003,0x0003,
ApSel1 Host Electrical Interface ID,0x0049,0x0049,
ApSel1 Module Media Interface ID,0x0001,0x0001,
ApSel1 Host/Media Lane Count,0x0088,0x0088,
ApSel1 Host Lane Assignment Options,0x0001,0x0001,
ApSel2 Host Electrical Interface ID,0x0048,0x0048,
ApSel2 Module Media Interface ID,0x0001,0x0001,
ApSel2 Host/Media Lane Count,0x0048,0x0048,
ApSel2 Host Lane Assignment Options,0x0011,0x0011,
ApSel3 Host Electrical Interface ID,0x001d,0x001d,
ApSel3 Module Media Interface ID,0x0001,0x0001,
ApSel3 Host/Media Lane Count,0x0088,0x0088,
ApSel3 Host Lane Assignment Options,0x0001,0x0001,
ApSel4 Host Electrical Interface ID,0x001c,0x001c,
ApSel4 Module Media Interface ID,0x0001,0x0001,
ApSel4 Host/Media Lane Count,0x0048,0x0048,
ApSel4 Host Lane Assignment Options,0x0011,0x0011,
ApSel5 Host Electrical Interface ID,0x001a,0x001a,
ApSel5 Module Media Interface ID,0x0001,0x0001,
ApSel5 Host/Media Lane Count,0x0048,0x0048,
ApSel5 Host Lane Assignment Options,0x0011,0x0011,
ApSel6 Host Electrical Interface ID,0x0017,0x0017,
ApSel6 Module Media Interface ID,0x0001,0x0001,
ApSel6 Host/Media Lane Count,0x0048,0x0048,
ApSel6 Host Lane Assignment Options,0x0011,0x0011,
ApSel7 Host Electrical Interface ID,0x00ff,0x00ff,
ApSel7 Module Media Interface ID,0x0000,0x0000,
ApSel7 Host/Media Lane Count,0x0000,0x0000,
ApSel7 Host Lane Assignment Options,0x0000,0x0000,
ApSel8 Host Electrical Interface ID,0x0000,0x0000,
ApSel8 Module Media Interface ID,0x0000,0x0000,
ApSel8 Host/Media Lane Count,0x0000,0x0000,
ApSel8 Host Lane Assignment Options,0x0000,0x0000,
Password Change Entry Area,0x0000,0x0000,
Password Change Entry Area,0x0000,0x0000,
Password Change Entry Area,0x0000,0x0000,
Password Change Entry Area,0x0000,0x0000,
Password Entry Area,0x0000,0x0000,
Password Entry Area,0x0000,0x0000,
Password Entry Area,0x0000,0x0000,
Password Entry Area,0x0000,0x0000,
Bank Select,0x0000,0x0000,
Page Select,0x0000,0x0000,
Identifier,0x0018,0x0019,
Vendor Name,0x0041,0x0041,
Vendor Name,0x006d,0x006d,
Vendor Name,0x0070,0x0070,
Vendor Name,0x0068,0x0068,
Vendor Name,0x0065,0x0065,
Vendor Name,0x006e,0x006e,
Vendor Name,0x006f,0x006f,
Vendor Name,0x006c,0x006c,
Vendor Name,0x0020,0x0020,
Vendor Name,0x0020,0x0020,
Vendor Name,0x0020,0x0020,
Vendor Name,0x0020,0x0020,
Vendor Name,0x0020,0x0020,
Vendor Name,0x0020,0x0020,
Vendor Name,0x0020,0x0020,
Vendor Name,0x0020,0x0020,
Vendor OUI,0x0078,0x0078,
Vendor OUI,0x00a7,0x00a7,
Vendor OUI,0x0014,0x0014,
Vendor PN,0x004e,0x004e,
Vendor PN,0x004a,0x004a,
Vendor PN,0x004d,0x004d,
Vendor PN,0x0059,0x0059,
Vendor PN,0x0045,0x0045,
Vendor PN,0x0036,0x0036,
Vendor PN,0x002d,0x002d,
Vendor PN,0x0030,0x0030,
Vendor PN,0x0030,0x0030,
Vendor PN,0x0030,0x0030,
Vendor PN,0x0031,0x0031,
Vendor PN,0x0020,0x0020,
Vendor PN,0x0020,0x0020,
Vendor PN,0x0020,0x0020,
Vendor PN,0x0020,0x0020,
Vendor PN,0x0020,0x0020,
Vendor Rev,0x0036,0x0036,
Vendor Rev,0x0020,0x0020,
Vendor SN,0x0041,0x0041,
Vendor SN,0x0050,0x0050,
Vendor SN,0x0046,0x0046,
Vendor SN,0x0032,0x0032,
Vendor SN,0x0033,0x0033,
Vendor SN,0x0033,0x0033,
Vendor SN,0x0035,0x0035,
Vendor SN,0x0030,0x0030,
Vendor SN,0x0030,0x0030,
Vendor SN,0x0031,0x0031,
Vendor SN,0x0034,0x0034,
Vendor SN,0x0059,0x0059,
Vendor SN,0x0035,0x0035,
Vendor SN,0x0035,0x0035,
Vendor SN,0x0020,0x0020,
Vendor SN,0x0020,0x0020,
Date Code Year,0x0032,0x0032,
Date Code Year,0x0033,0x0033,
Date Code Month,0x0030,0x0030,
Date Code Month,0x0039,0x0039,
Date Code Day,0x0031,0x0031,
Date Code Day,0x0036,0x0036,
Lot Code,0x0020,0x0020,
Lot Code,0x0020,0x0020,
CLEI Code,0x0020,0x0020,
CLEI Code,0x0020,0x0020,
CLEI Code,0x0020,0x0020,
CLEI Code,0x0020,0x0020,
CLEI Code,0x0020,0x0020,
CLEI Code,0x0020,0x0020,
CLEI Code,0x0020,0x0020,
CLEI Code,0x0020,0x0020,
CLEI Code,0x0020,0x0020,
CLEI Code,0x0020,0x0020,
Module Power Class,0x0000,0x0000,
Max Power,0x0001,0x0001,
Cable Assembly Length,0x000a,0x000a,
Media Connector Type,0x0023,0x0023,
Copper Cable Attenuation 5 GHz,0x0004,0x0004,
Copper Cable Attenuation 7 GHz,0x0005,0x0005,
Copper Cable Attenuation 12.9 GHz,0x0006,0x0006,
Copper Cable Attenuation 25.8 GHz,0x000a,0x000a,
Reserved,0x0000,0x0000,
Reserved,0x0000,0x0000,
Media Lane Implementation Near End,0x0000,0x0000,
Media Lane Implementation Far End,0x0002,0x0002,
Media Interface Technology,0x000a,0x000a,
Reserved,0x0000,0x0000,
Reserved,0x0000,0x0000,
Reserved,0x0000,0x0000,
Reserved,0x0000,0x0000,
Reserved,0x0000,0x0000,
Reserved,0x0000,0x0000,
Reserved,0x0000,0x0000,
Reserved,0x0000,0x0000,
Custom,0x0000,0x0000,
Checksum,0x0090,0x0091,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
