Port Flow Statistics,Port 1,Port 3,
link,link up,link up,
lineSpeed,800000,800000,
transmitDuration,00:00:30.387014023,00:00:30.391203544,
framesSent,11009787688,11011305631,
framesReceived,11009787688,11011305631,
fragments,0,0,
undersize,0,0,
oversizeAndCrcErrors,0,0,
vlanTaggedFramesRx,0,0,
flowControlFrames,0,0,
bitsSent,22548045185024,22551153932288,
bitsReceived,22551153932288,22548045185024,
pcsSyncErrorsReceived,0,0,
pcsRemoteFaultsReceived,0,0,
pcsLocalFaultsReceived,0,0,
fecTotalBitErrors,148,382,
fecMaxSymbolErrors,1,1,
fecCorrectedCodewords,148,382,
fecTotalCodewords,5196832320,5196196472,
fecFrameLossRatio,0.000000e+00,0.000000e+00,
preFecBer,5.235090e-12,1.351384e-11,
fecMaxSymbolErrorsBin0,5196832172,5196196090,
fecMaxSymbolErrorsBin1,148,382,
fecMaxSymbolErrorsBin2,0,0,
fecMaxSymbolErrorsBin3,0,0,
fecMaxSymbolErrorsBin4,0,0,
fecMaxSymbolErrorsBin5,0,0,
fecMaxSymbolErrorsBin6,0,0,
fecMaxSymbolErrorsBin7,0,0,
fecMaxSymbolErrorsBin8,0,0,
fecMaxSymbolErrorsBin9,0,0,
fecMaxSymbolErrorsBin10,0,0,
fecMaxSymbolErrorsBin11,0,0,
fecMaxSymbolErrorsBin12,0,0,
fecMaxSymbolErrorsBin13,0,0,
fecMaxSymbolErrorsBin14,0,0,
fecMaxSymbolErrorsBin15,0,0,
fecUncorrectableCodewords,0,0,
fecTranscodingUncorrectableErrors,0,0,
l1BitsSent,24309611215104,24312962833248,
l1BitsReceived,24312962833248,24309611215104,
transceiverTemp,0,0,
encoding,PAM4 106G,PAM4 106G,
fecStatus,KP4-FEC,KP4-FEC,
transceiverVoltage,0,0,
minLatency,2865125,85896477680,
averageLatency,2865131,71261664,
maxLatency,2865136,85896477692,
Loss_Frames,0,0,
Loss%,0.0,0.0,
